HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary
28,24,-12,10,40,20,110,1,0,0
-130,-35,35,-55,15,-30,-200,0,0,0
-33,-30,-86,-4,-66,30,-189,1,0,0
57,61,34,105,29,64,350,1,1,0
-15,-78,-10,-38,-10,-40,-191,0,0,0
45,60,-45,15,0,3,78,1,0,0
59,41,20,51,35,6,212,1,0,0
-35,19,26,-41,-40,-45,-116,0,0,0
-30,145,135,50,35,45,380,1,0,0
-35,-58,-28,-48,37,-31,-163,0,0,0
33,16,45,50,69,30,243,1,0,0
25,90,70,90,65,60,400,1,0,0
34,36,-7,71,51,25,210,1,0,0
63,67,83,48,42,27,330,1,0,0
-25,8,0,-93,-23,33,-100,1,0,1
-15,-15,-25,-30,-40,-35,-160,0,0,0
21,38,10,15,0,40,124,1,0,0
-18,-50,-13,49,19,-21,-34,0,0,0
0,90,-10,65,-35,-25,85,0,0,0
25,6,-1,-80,-50,0,-100,0,0,0
10,-40,-140,40,0,95,-35,0,0,0
-3,45,0,-30,25,-16,21,0,0,0
-8,50,-31,99,65,-5,170,0,1,1
20,68,20,97,40,50,295,1,1,0
-4,-35,15,-15,10,-61,-90,0,0,1
-36,-27,-16,-80,-26,-35,-220,0,0,1
-5,-15,-120,-90,-40,10,-260,1,0,0
-75,-77,-42,-77,-42,-31,-344,0,0,1
60,110,55,130,60,20,435,1,1,0
15,6,9,15,9,62,116,1,1,0
17,-27,-80,-9,-83,39,-143,1,0,0
-70,6,-45,-35,-45,22,-167,1,0,0
6,22,53,16,74,-12,159,0,0,0
9,0,15,-5,0,-19,0,0,0,0
0,25,-5,-100,-35,-47,-162,0,0,0
-10,-25,-14,10,-4,-62,-105,0,0,0
-16,-34,5,23,5,-23,-40,0,0,1
-27,10,-40,10,-15,-18,-80,0,0,0
-4,67,10,5,15,7,100,1,0,0
26,-23,15,-48,-10,-91,-131,0,0,0
-33,-52,-93,-21,-21,39,-181,0,0,0
-31,-42,-15,-25,-13,5,-121,1,0,0
-35,5,-19,30,-50,29,-40,1,0,0
-40,-20,-58,-55,-63,16,-220,1,0,0
20,-25,15,0,50,-35,25,0,0,0
1,9,47,34,52,12,155,1,0,0
5,-9,-20,-14,10,63,35,1,0,0
-20,-10,30,0,30,-34,-4,0,0,0
5,-50,-35,-5,-55,-20,-160,0,0,0
20,8,15,-33,20,20,50,1,0,0
-47,-25,-51,-55,-45,-37,-260,0,0,0
-20,-68,-25,-32,-5,35,-115,1,0,0
15,70,-60,85,60,20,190,1,1,0
37,13,31,-37,-7,-58,-21,0,0,0
-11,-62,-20,15,0,-57,-135,0,0,0
-18,-35,-15,-20,-25,8,-105,1,0,0
5,-20,12,25,17,-42,-3,0,0,0
22,85,20,10,5,50,192,1,0,0
24,116,102,38,58,37,375,1,0,0
-6,25,-155,33,3,25,-75,1,0,0
0,-20,-18,20,-8,66,40,1,0,0
5,-2,-17,-55,-27,-44,-140,0,0,0
-5,85,12,15,-5,40,142,1,0,0
50,25,55,60,55,40,285,1,1,0
36,25,-70,65,31,65,152,1,0,0
-17,21,0,-17,-13,-6,-32,0,0,0
45,35,10,-60,-5,-40,-15,1,0,0
-25,-25,-20,-29,-45,-47,-191,0,0,0
-20,-75,-55,-110,-70,30,-300,0,0,0
31,-18,24,50,-35,-2,50,0,0,0
15,70,-60,85,60,20,190,1,1,0
-37,-80,-69,-80,-64,-20,-350,0,0,0
5,23,-8,3,-17,-20,-14,0,0,0
30,25,6,20,36,65,182,1,0,0
-20,-50,0,-70,-65,-70,-275,0,0,1
-10,-30,11,40,11,55,77,1,1,0
-12,33,0,0,35,12,68,1,0,0
-31,-28,-48,-55,-49,6,-205,1,0,0
20,35,17,30,17,-16,103,0,0,0
23,24,-5,7,15,33,97,1,0,0
-5,-98,-33,-67,5,-27,-225,0,0,0
-42,-110,-115,-40,-55,-60,-422,0,0,0
25,36,47,-3,37,-40,102,0,0,0
10,45,-31,0,-31,25,18,1,0,0
22,100,-5,5,-5,40,157,1,0,0
15,-20,15,100,70,65,245,1,0,0
-60,-45,-90,5,-20,65,-145,0,0,0
-40,-15,-50,-120,-95,-22,-342,0,0,1
0,27,77,13,30,39,186,1,0,0
-70,-20,-30,-60,-30,5,-205,0,0,1
25,17,22,10,10,11,95,1,0,0
19,-22,-11,0,30,-16,0,0,0,0
-17,40,18,14,4,-12,47,0,0,0
22,30,70,60,30,30,242,1,0,0
37,65,25,40,10,15,192,1,0,0
40,18,15,-17,-10,-50,-4,1,0,0
0,-55,-40,30,-40,65,-40,0,0,0
-27,-26,-23,-26,-23,-48,-173,0,0,0
15,-75,-100,5,-55,15,-195,1,0,0
-75,-84,-20,-5,-20,-23,-227,0,0,0
25,5,-5,35,-40,-40,-20,0,0,0
51,15,80,50,114,30,340,1,1,0
30,-15,-45,-10,-40,-30,-110,0,0,0
-10,10,10,-5,10,10,25,1,0,0
5,25,20,-1,3,-2,50,0,0,0
-15,25,-15,-95,-10,-5,-115,0,0,1
16,-11,25,51,55,19,155,1,0,0
-5,-111,-45,-111,-45,-65,-382,0,0,1
55,33,11,30,1,0,130,0,0,0
-31,-50,-69,5,-12,-53,-210,0,0,1
0,-20,15,5,-5,15,10,1,0,0
3,130,14,94,14,80,335,1,1,0
58,30,86,-25,76,30,255,1,0,0
-180,90,80,20,-40,20,-10,1,0,0
10,80,34,30,44,82,280,1,0,0
-30,-100,-70,-130,-50,-50,-430,1,0,1
-7,-23,18,-27,-18,-83,-140,0,0,0
-43,15,-69,-20,-79,-20,-216,0,0,0
-25,-40,-85,0,-2,32,-120,0,0,0
-16,-21,-37,0,-30,23,-81,1,0,0
-21,-8,-36,-8,-46,-41,-160,0,0,0
30,33,-10,13,-20,24,70,1,0,0
-20,-75,25,45,-25,-20,-70,0,0,0
-9,-6,-3,-1,-11,-10,-40,0,0,0
0,17,112,17,112,26,284,1,1,0
0,-55,5,-110,-55,50,-165,1,0,1
32,-1,-85,-1,-40,25,-70,1,0,0
40,52,15,0,-10,-2,95,0,0,0
23,70,20,0,70,5,188,1,0,0
14,33,30,10,15,13,115,1,0,0
67,95,15,5,35,70,287,0,0,0
26,36,6,36,6,5,115,1,0,0
10,-10,25,0,25,73,123,1,0,0
10,-27,-20,-23,-10,-40,-110,0,0,0
-5,-20,0,-10,25,0,-10,0,0,0
-5,-15,-24,5,-29,-20,-88,0,0,0
21,-28,-128,49,-11,-21,-118,0,0,1
20,28,2,-30,-15,-20,-15,0,0,0
-21,10,40,-55,0,-29,-55,0,0,0
-25,-2,10,27,45,5,60,1,0,0
-15,-5,-15,-5,-40,-30,-110,0,0,0
45,24,35,40,40,18,202,1,0,0
-20,2,-14,65,-14,-25,-6,0,0,0
3,1,-2,89,35,8,134,1,0,0
-38,-80,-42,-63,-54,-35,-312,0,0,0
7,-50,-34,-70,-34,1,-180,1,0,0
-5,-20,8,0,58,10,51,1,0,0
5,35,110,-35,-10,-45,60,1,0,0
-65,-115,-10,25,0,-15,-180,0,0,1
-45,-40,-65,-95,-85,-85,-415,0,0,1
-15,-55,-34,-45,-59,-35,-243,0,0,0
20,55,25,-10,15,15,120,1,0,0
-80,5,-10,-60,-45,-25,-215,0,0,0
24,65,-15,65,-25,61,175,1,1,0
-13,-14,-15,-40,-27,-18,-127,0,0,0
20,20,20,20,20,20,120,1,1,0
15,20,-30,100,55,15,175,1,1,0
-22,-85,-52,-8,54,-15,-128,1,0,1
-40,-25,-95,-15,-35,25,-185,1,0,0
28,-17,3,64,82,17,177,1,0,0
0,-15,-15,-15,15,5,-25,1,0,0
-5,-25,35,55,55,15,130,1,0,0
-18,27,3,-21,-1,16,6,1,0,0
-10,-7,5,-5,-10,-18,-45,0,0,0
0,-53,-15,30,-25,-41,-104,0,0,0
-21,-47,-10,-5,9,-42,-116,0,0,0
45,10,45,15,40,5,160,1,0,0
35,-19,-26,-50,-35,-90,-185,0,0,1
-30,-75,-50,65,-10,0,-100,0,0,0
-2,-15,-17,23,53,-10,32,0,0,0
-10,23,-13,0,-30,55,25,0,0,0
-23,0,-12,-91,-48,-76,-250,0,0,0
10,-7,-3,-5,20,-15,0,0,0,0
-50,-35,7,5,7,-14,-80,0,0,1
30,-90,20,-75,20,-15,-110,0,0,0
-2,-1,10,-28,-10,-16,-47,0,0,0
27,9,-5,65,30,30,156,1,0,0
-6,40,0,26,70,-40,90,0,1,1
8,9,8,44,35,37,141,1,0,0
20,5,18,40,18,25,126,1,1,0
-35,-45,-25,10,-25,-85,-205,0,0,0
-10,19,-18,-53,-38,-32,-132,0,0,0
49,36,45,75,35,40,280,1,1,0
-25,16,-56,-56,-144,35,-230,1,0,1
7,42,12,-29,-37,-52,-57,0,0,0
13,32,-35,-56,-32,53,-25,1,0,0
-41,-72,-137,31,52,24,-143,0,0,0
0,30,50,-10,30,0,100,0,0,0
-30,-42,-30,23,10,-3,-72,0,0,0
-20,5,-10,15,5,45,40,1,0,0
-8,-57,-48,-79,-54,-25,-271,0,0,0
60,110,90,85,35,70,450,1,0,0
-2,-28,-20,-17,-15,-57,-139,0,0,0
-28,-45,-42,-11,5,-4,-125,0,0,0
5,10,-15,40,10,60,110,1,1,0
7,9,7,24,29,45,121,1,0,0
25,-105,-105,-95,-40,-50,-370,0,0,0
15,-60,-10,10,-35,-70,-150,0,0,0
52,-18,-27,4,-16,-54,-59,1,0,0
14,28,0,-10,5,18,55,1,0,0
-42,-20,30,60,0,-40,-12,0,0,0
-25,-45,-30,-70,-15,-75,-260,0,0,0
-8,1,-3,1,-3,15,3,1,0,0
40,14,35,45,35,-2,167,0,0,0
8,36,25,-44,40,70,135,1,0,0
-5,-5,-23,24,-19,-9,-37,0,0,0
15,3,15,41,15,-15,74,0,0,0
20,50,15,15,0,10,110,1,0,0
15,12,2,-120,-40,-94,-225,0,0,0
-90,15,60,20,15,-25,-5,0,0,0
15,78,15,50,5,70,233,1,0,0
5,65,150,35,15,-10,260,0,0,0
-35,-25,-82,-23,-35,-9,-209,0,0,0
-35,-17,-16,-57,-6,-53,-184,0,0,0
28,90,25,10,-35,-18,100,0,0,1
12,-12,-17,52,15,60,110,1,0,0
-25,-20,-14,5,-14,5,-63,1,0,0
35,75,80,90,85,30,395,1,0,0
-35,-71,-5,-61,-5,-35,-212,0,0,0
-35,-40,10,-20,0,-85,-170,0,0,0
0,0,-20,40,50,-20,50,0,1,0
-24,-24,-41,-49,-56,-71,-265,0,0,0
60,30,60,65,60,40,315,1,0,0
5,-45,70,40,30,-45,55,0,0,0
-55,-31,-34,-71,-80,-45,-316,0,0,0
-20,15,26,11,-3,12,41,1,0,0
30,-30,-15,65,-5,-15,30,0,0,0
-5,0,20,65,55,40,175,1,1,0
20,40,30,0,30,-25,95,0,0,0
11,43,21,-11,-9,55,110,1,0,0
-25,-30,-10,10,-10,60,-5,0,0,0
-25,1,75,-15,-25,-6,5,0,0,0
-11,6,-40,-86,-40,-19,-190,0,0,0
-30,-110,-105,-15,0,-5,-265,0,0,0
10,-30,-45,15,0,15,-35,1,0,0
10,15,50,-37,-63,-4,-29,0,0,0
-106,-106,-50,-61,-8,-39,-370,0,0,1
10,40,138,-30,18,-10,166,0,1,0
33,16,28,-4,28,-59,42,0,0,0
70,35,35,120,45,35,340,1,1,0
45,-40,15,-5,15,-20,10,0,0,0
22,-38,5,37,5,39,70,1,0,0
40,35,15,30,70,15,205,1,0,0
-83,-51,-30,-81,-63,-64,-372,0,0,1
4,26,45,-69,-26,-17,-37,0,0,0
61,99,65,0,65,0,290,0,0,0
15,54,10,29,5,31,144,1,0,0
-12,5,-25,55,5,-10,18,0,0,1
-66,-80,-58,-104,-38,-65,-411,0,0,1
25,40,155,20,30,-20,250,0,0,0
49,55,79,14,25,-1,221,0,0,0
50,45,15,-135,-15,-60,-100,0,0,0
-9,20,67,70,67,55,270,1,0,0
-19,47,-10,-57,-30,-56,-125,0,0,0
-15,-58,-13,-23,22,-6,-93,0,0,0
-55,-79,-43,-4,-16,12,-185,1,0,0
-15,-50,-50,35,15,10,-55,1,0,0
-15,-30,-45,-10,-15,10,-105,1,0,0
32,51,47,42,37,33,242,1,0,0
76,46,10,76,43,49,300,1,1,0
20,2,47,42,62,1,174,1,0,0
10,25,20,-80,-45,-65,-135,0,0,0
90,-5,-16,5,-6,25,93,1,0,0
5,-52,-4,-57,-32,-53,-193,0,0,0
-5,8,-10,-35,-15,0,-57,0,0,0
-20,-12,-19,-34,-41,0,-126,0,0,0
-45,-65,-18,-35,-18,-45,-226,0,0,0
-120,-35,-20,-55,-95,-50,-375,0,0,1
47,50,50,80,60,0,287,0,0,0
25,-112,-57,-37,-57,3,-235,1,0,0
0,-25,-50,-40,55,-30,-90,0,0,0
15,-10,25,65,5,45,145,0,0,0
-37,41,10,57,17,57,145,1,0,0
-66,-62,0,-62,-3,-63,-256,0,0,1
10,-9,35,-19,22,1,40,1,0,0
-38,-20,70,-80,-25,-50,-143,0,0,0
-56,30,-16,-47,-26,48,-67,1,0,0
10,-23,-22,50,60,60,135,1,0,0
-32,-30,-27,-23,-31,-57,-200,0,0,0
37,19,9,-1,-1,27,90,1,0,0
-30,-32,-16,-77,-36,82,-109,1,0,0
2,7,-3,-75,-63,-25,-157,0,0,0
-5,85,60,25,35,60,260,1,0,0
-40,-25,-25,-70,-35,-5,-200,0,0,0
-110,102,72,62,32,37,195,1,0,0
1,-35,0,-48,2,-5,-85,0,0,0
-21,-12,-17,-15,-15,-35,-115,0,0,0
-45,-65,-45,-45,-45,-65,-310,0,0,0
25,-30,-4,90,-15,-36,30,0,0,0
57,5,67,40,55,47,271,1,1,0
50,26,-95,29,-67,30,-27,1,0,0
-24,-35,-42,-63,-28,-38,-230,0,0,1
-8,5,60,5,74,80,216,1,1,0
0,2,20,-42,-25,-45,-90,0,0,0
-16,-14,5,-46,-10,-39,-120,0,0,0
25,19,61,19,31,-19,136,0,0,0
46,83,-15,117,45,24,300,1,1,0
10,42,65,2,-11,-18,90,0,0,0
-15,-39,-45,30,10,59,0,0,0,0
-35,-15,-35,-75,-15,-15,-190,0,0,0
16,42,9,42,9,-4,114,0,1,0
-30,20,30,-30,-60,-15,-85,0,0,0
10,-7,7,0,-25,30,15,1,0,0
-22,-50,-25,-20,-5,-5,-127,0,0,0
20,35,-25,-95,-50,35,-80,1,0,0
65,95,85,20,20,-10,275,0,0,0
0,-50,-26,-30,-16,-10,-132,0,0,0
-4,-32,-32,2,7,-56,-115,0,0,0
50,-30,-70,-52,-98,-24,-224,1,0,0
15,-25,5,-5,20,-25,-15,0,0,0
20,25,40,85,40,71,281,1,0,0
-11,30,30,-37,13,-6,19,0,0,0
90,68,18,61,51,-20,268,1,0,0
-10,-50,-66,-40,-56,-30,-252,0,0,0
46,40,-39,25,21,25,118,1,0,0
30,80,16,0,-54,65,137,1,0,0
-7,29,68,29,64,47,230,1,0,0
-57,-70,-31,-45,4,15,-184,0,0,0
7,-20,-5,10,25,-5,12,0,0,0
-48,-68,-53,-21,-4,0,-194,0,0,0
-50,-50,-50,-100,-100,-26,-376,0,0,1
-25,-13,10,-35,10,5,-48,1,0,0
-40,-55,-45,-30,-70,-65,-305,0,0,1
3,25,2,-15,2,-30,-13,0,0,0
35,10,50,15,55,45,210,1,0,0
-10,-30,43,57,35,25,120,1,0,0
-23,-140,-45,-40,-90,-75,-413,0,0,0
-9,-1,15,19,25,-9,40,0,0,0
9,28,-5,53,13,81,179,1,0,0
32,33,-30,-17,-20,-41,-43,1,0,0
-8,36,152,-99,-35,-50,-4,0,0,0
10,-21,-43,69,-15,46,46,1,0,0
50,102,70,87,65,-25,349,1,0,0
-15,-55,-45,50,10,-40,-95,0,0,0
-40,-52,-23,-52,-8,-48,-223,0,0,0
-50,-23,50,-30,20,25,-8,1,0,0
10,-30,15,-5,-20,20,-10,1,0,0
50,43,20,35,30,-13,165,0,0,0
-25,-30,-82,-18,-35,-54,-244,0,0,0
-5,-50,-55,8,-20,-20,-142,0,0,1
-9,-70,-16,15,-73,-21,-174,0,0,0
-4,-63,103,-36,75,-35,40,0,0,0
15,53,10,-10,0,-48,20,0,0,0
-22,-115,-10,-123,-25,-25,-320,0,0,0
-14,-20,5,0,55,70,96,1,0,0
-12,-55,40,45,65,10,93,1,0,0
-22,35,31,105,91,30,270,1,0,0
26,10,-110,104,-10,80,100,1,1,1
-68,-77,-88,-48,-52,3,-330,1,0,0
-10,-35,171,-20,191,-52,245,0,0,0
-5,-61,6,1,-16,-85,-160,0,0,0
30,-10,10,95,50,15,190,1,0,0
-8,-14,68,37,-3,-39,41,0,0,0
-10,10,-17,-25,50,-13,-5,0,0,0
9,-34,5,0,0,20,0,1,0,0
20,-20,9,35,50,-9,85,0,0,0
25,45,-10,50,25,-5,130,0,0,0
-10,14,0,-25,-30,-19,-70,0,0,0
-25,-35,-15,-30,-70,-80,-255,0,0,0
45,65,35,85,15,55,300,1,1,0
16,17,18,-3,14,13,75,0,0,0
-5,45,140,-55,-35,-80,10,1,0,1
-15,-37,-13,-27,7,-48,-133,0,0,0
-11,-29,-27,-14,-19,-35,-135,0,0,0
20,90,10,25,10,75,230,1,0,0
36,55,56,75,-4,-8,210,0,1,0
-88,-95,-49,-145,-59,-70,-506,0,0,1
19,55,60,-27,15,76,198,1,0,0
-20,50,100,-50,40,-50,70,0,0,0
-10,-17,-12,65,10,-21,15,0,0,0
40,40,81,55,31,-37,210,1,0,0
31,-4,23,31,38,-68,51,0,0,0
-36,-37,-40,-74,20,-23,-190,0,0,0
-5,6,45,-20,45,7,78,1,0,0
0,-12,-30,7,0,-10,-45,0,0,0
25,42,-2,40,15,40,160,1,0,0
0,-65,-20,-65,-20,70,-100,1,1,1
54,-15,40,-5,-5,-25,44,0,0,0
65,-45,-11,75,100,31,215,1,0,0
-5,-70,-51,0,-11,-25,-162,0,0,0
30,-5,35,55,40,-15,140,0,0,0
22,-12,-5,-15,-5,-40,-55,0,0,0
55,-40,-25,-85,20,-65,-140,0,0,1
-5,-28,0,65,0,43,75,1,0,0
9,55,20,25,-20,31,120,1,1,0
30,-27,-22,-72,-32,-42,-165,0,0,0
-20,-25,5,-70,-30,-50,-190,0,0,0
-23,-18,-28,-92,-64,-45,-270,0,0,1
15,-7,-115,-25,-115,-45,-292,0,0,1
35,5,60,-30,-5,15,80,1,0,0
10,55,35,-30,-40,-120,-90,1,0,0
-9,-13,-13,-5,-15,15,-40,1,0,0
-29,-34,-15,-29,-55,4,-158,1,0,0
4,-32,-17,-78,-19,-70,-212,0,0,1
-1,4,7,-36,-25,-19,-70,0,0,0
18,17,35,-15,-38,13,30,1,0,0
30,75,75,10,-10,-10,170,0,0,0
-60,-25,10,-40,-60,-5,-180,0,0,0
-35,-10,-13,-60,-55,-30,-203,0,0,0
50,60,70,119,89,30,418,1,1,0
-21,26,43,7,-13,-12,30,0,0,0
-20,-17,-5,-8,-25,-40,-115,0,0,0
15,10,20,20,0,0,65,0,0,0
-65,-54,-66,-65,-55,-80,-385,0,0,1
-34,-6,21,-27,5,-5,-46,0,0,0
27,-8,-40,17,10,79,85,1,0,0
40,-50,-105,0,-50,-75,-240,0,0,0
-50,-35,-20,25,-30,25,-85,1,0,0
50,10,55,135,50,35,335,1,0,0
-10,0,-35,-115,-65,-60,-285,0,0,1
-17,11,-56,-4,-66,27,-105,1,0,0
-10,-15,-55,-34,-90,-32,-236,0,0,0
30,30,35,-5,30,20,140,1,1,1
10,8,-20,-9,-5,-16,-32,0,0,0
-5,1,6,19,24,-15,30,0,0,0
-27,-40,-70,-50,-10,-45,-242,0,0,0
-190,120,50,20,-25,10,-15,1,0,0
-5,20,-15,35,-10,-20,5,0,0,0
-28,24,8,-39,41,-50,-44,0,0,0
25,3,43,5,75,9,160,1,0,0
-10,25,10,20,-15,25,55,1,0,0
55,70,-65,-15,-95,-45,-95,0,0,1
11,167,52,131,52,107,520,1,1,0
-4,59,57,89,77,62,340,1,1,0
52,45,25,60,45,-67,160,1,0,0
39,23,30,15,50,23,180,1,0,0
-35,-15,5,-35,-15,-70,-165,0,0,0
25,115,85,15,-10,35,265,1,0,0
11,-90,25,-130,30,10,-144,1,0,1
76,68,-28,112,2,100,330,1,1,0
-10,0,56,20,36,-60,42,0,0,0
75,25,-15,25,-30,-20,60,0,0,0
5,10,25,-10,5,-5,30,0,0,0
-25,2,-23,10,-23,5,-54,1,0,0
-65,-30,-1,-75,-21,17,-175,1,0,1
-61,-98,-47,-120,-110,-25,-461,0,0,1
21,80,65,-10,-16,5,145,0,0,0
-39,-40,35,-30,35,-81,-120,0,0,1
-13,-14,-18,13,54,25,47,1,0,0
-6,-4,-47,-49,-14,-10,-130,0,0,0
0,10,140,-28,5,-30,97,0,0,0
10,-71,-39,11,-41,-66,-196,0,0,0
7,-14,2,-89,-35,30,-99,1,0,0
-55,-55,-10,45,55,25,5,1,0,0
-40,-5,27,35,12,16,45,1,0,0
15,40,-30,25,35,80,165,1,0,0
1,20,-8,20,34,38,105,1,1,0
-20,37,-10,-31,-40,40,-24,1,0,0
-30,68,11,12,-58,22,25,1,0,0
20,25,45,-60,5,-25,10,0,0,0
-23,-60,-66,-60,-35,-40,-284,0,0,0
-16,-7,-44,-76,-33,26,-150,1,0,0
-35,-20,-40,15,-5,-45,-130,0,0,0
29,28,30,3,26,-20,96,0,0,0
-9,-20,39,5,-18,48,45,1,1,0
-28,0,39,-7,-47,11,-32,1,0,0
-55,-75,-5,-20,-30,-30,-215,0,0,0
40,-5,20,65,55,0,175,0,0,0
1,0,-6,50,5,49,99,1,0,0
-75,-50,-45,-100,-75,20,-325,0,0,0
-85,-25,-80,-5,-25,-5,-225,0,0,0
10,25,0,25,-20,-25,15,0,0,0
-21,20,77,-34,33,8,83,0,0,0
45,40,45,100,40,35,305,1,1,0
-20,-100,-55,10,-55,50,-170,1,0,0
-20,-65,-72,-33,-50,-49,-289,0,0,0
20,45,75,40,15,-40,155,0,1,0
23,2,-22,62,74,33,172,1,0,0
-14,-75,20,-43,2,-40,-150,0,0,0
10,43,27,42,11,82,215,1,0,0
-25,21,-1,-35,-35,-40,-115,0,0,0
7,47,23,74,29,16,196,1,0,0
0,6,-36,1,-16,41,-4,1,0,0
5,43,10,53,10,75,196,1,0,0
2,5,0,-20,45,10,42,1,0,0
55,85,-15,0,-15,60,170,0,0,0
-50,-95,-70,-60,-85,-30,-390,0,0,1
9,-8,-8,-18,-8,-33,-66,0,0,0
-1,55,22,-52,-64,-27,-67,0,0,0
-20,-40,40,-60,10,-35,-105,0,0,0
20,22,26,95,35,84,282,1,0,0
-56,-45,38,-47,-20,-43,-173,0,0,0
-40,-95,10,0,-55,-20,-200,0,0,0
-43,-125,-48,-71,-6,-6,-299,0,0,1
11,51,0,51,0,63,176,1,0,0
60,144,120,55,40,16,435,1,0,0
-14,-66,-38,14,-34,45,-93,0,0,0
-17,34,37,-77,-47,69,-1,1,0,0
-30,-5,-110,45,-10,130,20,1,1,1
-10,-26,-11,-10,5,-58,-110,0,0,0
55,26,35,20,35,8,179,0,0,0
0,-75,-85,-40,-110,-10,-320,0,0,0
10,40,7,15,17,15,104,1,0,0
-25,-26,-10,-5,-10,1,-75,1,0,0
20,-4,6,-20,5,0,7,0,0,0
-2,-11,12,-38,-8,-41,-88,0,0,0
-78,-42,-40,3,-40,7,-190,1,0,1
15,-75,-40,-85,-40,-70,-295,0,0,1
5,43,4,17,18,14,101,1,0,0
-30,-25,-30,-35,-35,-14,-169,0,0,0
-6,-11,120,-32,1,-1,71,0,0,0
15,60,67,60,57,-35,224,1,0,0
33,6,37,43,30,32,181,1,0,0
-10,-55,-22,-5,5,-25,-112,0,0,0
4,67,20,-2,25,44,158,1,0,0
-35,-78,-20,18,3,-63,-175,0,0,0
24,6,-17,-14,-17,-37,-55,0,0,0
8,-29,-62,-13,11,17,-68,1,0,0
5,65,40,0,10,10,130,1,0,0
12,29,12,-26,9,20,56,1,0,0
5,44,10,44,10,58,171,1,0,0
21,30,2,-15,-5,9,42,1,0,0
-11,-13,-28,-15,16,46,-5,1,0,0
9,51,35,66,45,24,230,1,0,0
-5,31,-10,-30,-10,-43,-67,0,0,0
-21,16,-5,37,-2,49,74,1,0,0
65,15,80,75,15,-25,225,0,0,0
0,-35,-15,-90,-25,-65,-230,0,0,1
3,15,-7,-4,-6,13,14,1,0,0
-15,105,-25,-75,-30,65,25,1,0,0
40,38,35,-13,-3,18,115,1,0,0
15,15,15,30,0,30,105,1,0,0
-54,-93,-80,-80,-60,-40,-407,0,0,1
44,80,32,37,100,18,311,1,1,0
47,7,53,29,59,6,201,1,1,0
8,73,78,15,58,10,242,1,0,0
97,105,65,85,55,55,462,1,1,0
-26,-35,-30,-100,-35,-59,-285,0,0,0
17,42,53,7,-9,4,114,1,1,0
30,10,-30,25,-35,60,60,1,0,0
30,-5,0,-90,-35,-70,-170,0,0,0
-21,-11,12,-21,7,23,-11,1,0,0
-2,40,-35,-15,-35,-23,-70,0,0,0
22,31,49,9,-61,31,81,1,0,0
25,49,52,29,-15,85,225,1,1,0
-15,-15,-2,1,-4,15,-20,1,0,0
35,0,-40,25,25,-35,10,0,0,0
15,0,10,-15,-5,-30,-25,0,0,0
-27,-64,-190,6,-55,20,-310,0,0,0
5,-5,38,60,38,49,185,0,0,0
18,-5,-36,25,-2,-45,-45,0,0,0
-46,-37,-48,-17,-44,-3,-195,0,0,1
20,10,95,10,95,-10,220,0,0,0
-43,-38,-17,-69,-1,-9,-177,0,0,0
-100,-10,25,-10,25,50,-20,0,0,0
20,23,-15,10,-55,17,0,1,1,1
2,15,8,32,8,-2,63,0,0,0
4,6,45,-49,-26,-17,-37,0,0,0
15,15,-100,30,15,-40,-65,0,0,0
-58,-30,-71,-31,-45,-55,-290,0,0,1
10,25,30,-25,20,65,125,1,0,0
-11,-34,0,-61,-20,1,-125,1,0,0
28,46,16,49,44,111,294,1,0,0
-5,-70,15,-140,-90,10,-280,1,0,1
-15,-45,-100,-20,-25,15,-190,1,0,0
-15,-5,-25,24,-21,-65,-107,0,0,0
30,33,-15,-30,-45,-45,-72,0,0,1
0,25,-3,5,-3,-32,-8,0,0,0
20,-20,40,40,20,-2,98,0,0,0
0,20,60,10,10,-20,80,0,0,0
5,-70,-8,100,-15,33,45,1,0,0
-54,4,-39,-11,-49,28,-121,1,0,0
-25,19,16,15,25,-60,-10,0,0,0
5,20,70,20,10,-25,100,0,1,0
-35,-55,-60,60,15,65,-10,0,0,0
-29,-64,-41,-86,-30,-49,-299,0,0,0
7,-26,-90,-18,-7,26,-108,1,0,0
6,-28,-53,-3,15,48,-15,1,0,0
-75,-5,-86,-35,-96,-40,-337,0,0,0
44,23,18,30,20,9,144,1,0,0
-35,40,0,9,-51,-15,-52,0,0,0
-3,-40,17,5,17,-4,-8,0,0,0
15,37,-20,15,-30,63,80,1,0,0
37,105,20,0,5,23,190,1,0,0
15,27,30,27,-15,33,117,1,0,0
-25,-12,7,-7,8,-25,-54,0,0,0
50,55,35,20,20,25,205,1,0,0
-18,-31,-5,-55,-10,-41,-160,0,0,1
-6,-11,8,-16,16,-58,-67,0,0,0
55,85,39,-10,60,61,290,1,0,0
-30,33,-20,50,-10,23,46,1,0,0
20,55,91,70,111,-7,340,0,1,0
30,70,60,60,75,35,330,1,0,0
-17,-10,55,-45,4,-23,-36,0,0,0
-73,-20,-56,-10,-101,10,-250,1,0,0
-3,-49,19,-11,-19,25,-38,1,0,0
25,15,15,10,15,35,115,1,0,0
0,-15,8,55,20,38,106,0,0,0
-55,-40,25,100,10,20,60,1,0,0
15,20,40,35,35,15,160,0,0,0
17,34,35,-6,15,35,130,1,0,0
5,25,0,15,-10,-10,25,0,0,0
-50,-32,-134,11,4,37,-164,1,0,0
